Gmt time,Open,High,Low,Close,Volume
01.01.2017 00:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 01:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 02:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 03:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 04:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 05:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 06:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 07:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 08:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 09:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 10:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 11:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 12:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 13:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 14:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 15:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 16:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 17:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 18:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 19:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 20:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 21:00:00.000,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 22:00:00.000,1.23202,1.23430,1.23155,1.23375,227.44
01.01.2017 23:00:00.000,1.23380,1.23427,1.23369,1.23426,229.81
02.01.2017 00:00:00.000,1.23427,1.23547,1.23426,1.23466,263.52
02.01.2017 01:00:00.000,1.23466,1.23512,1.23465,1.23504,321.82
02.01.2017 02:00:00.000,1.23505,1.23514,1.23502,1.23511,264.32
02.01.2017 03:00:00.000,1.23510,1.23514,1.23449,1.23451,153.84
02.01.2017 04:00:00.000,1.23450,1.23476,1.23433,1.23433,299.91
02.01.2017 05:00:00.000,1.23433,1.23454,1.23408,1.23411,450.67
02.01.2017 06:00:00.000,1.23412,1.23463,1.23379,1.23383,463.69
02.01.2017 07:00:00.000,1.23408,1.23469,1.23381,1.23435,672.12
02.01.2017 08:00:00.000,1.23434,1.23438,1.23184,1.23354,4476.7598
02.01.2017 09:00:00.000,1.23371,1.23402,1.23198,1.23242,5388.8198
02.01.2017 10:00:00.000,1.23242,1.23285,1.22930,1.23020,7378.6499
02.01.2017 11:00:00.000,1.23020,1.23061,1.22898,1.22984,2969.76
02.01.2017 12:00:00.000,1.22989,1.23025,1.22911,1.22923,3975.3
02.01.2017 13:00:00.000,1.22923,1.22928,1.22848,1.22863,2231.3799
02.01.2017 14:00:00.000,1.22870,1.22939,1.22826,1.22872,1401.95
02.01.2017 15:00:00.000,1.22867,1.22950,1.22832,1.22911,3036.51
02.01.2017 16:00:00.000,1.22916,1.22970,1.22887,1.22927,2939.96
02.01.2017 17:00:00.000,1.22927,1.22928,1.22798,1.22799,1586.33
02.01.2017 18:00:00.000,1.22797,1.22854,1.22792,1.22797,6387.75
02.01.2017 19:00:00.000,1.22809,1.22876,1.22799,1.22854,5355.71
02.01.2017 20:00:00.000,1.22857,1.22858,1.22795,1.22821,4501
02.01.2017 21:00:00.000,1.22821,1.22831,1.22717,1.22744,1156.03
02.01.2017 22:00:00.000,1.22736,1.22821,1.22720,1.22751,1304.85
02.01.2017 23:00:00.000,1.22755,1.22927,1.22742,1.22804,4812.4102
03.01.2017 00:00:00.000,1.22803,1.22911,1.22779,1.22881,5613.8799
03.01.2017 01:00:00.000,1.22881,1.22993,1.22869,1.22983,5064.8398
03.01.2017 02:00:00.000,1.22981,1.23026,1.22951,1.22970,2647.4199
03.01.2017 03:00:00.000,1.22970,1.23033,1.22937,1.23033,2332.8
03.01.2017 04:00:00.000,1.23033,1.23067,1.23003,1.23035,2270.1001
03.01.2017 05:00:00.000,1.23035,1.23063,1.22939,1.22956,2519.6101
03.01.2017 06:00:00.000,1.22957,1.23050,1.22940,1.23039,3214.5801
03.01.2017 07:00:00.000,1.23037,1.23044,1.22795,1.22865,7288.0801
03.01.2017 08:00:00.000,1.22869,1.22979,1.22469,1.22475,9903.3398
03.01.2017 09:00:00.000,1.22480,1.22938,1.22480,1.22880,10837.4502
03.01.2017 10:00:00.000,1.22882,1.23019,1.22742,1.22774,7825.8398
03.01.2017 11:00:00.000,1.22775,1.22910,1.22649,1.22909,7949.6699
03.01.2017 12:00:00.000,1.22909,1.22964,1.22656,1.22698,8380.1504
03.01.2017 13:00:00.000,1.22698,1.22880,1.22551,1.22688,7106.8198
03.01.2017 14:00:00.000,1.22688,1.22708,1.22492,1.22492,7300.3599
03.01.2017 15:00:00.000,1.22490,1.22496,1.21994,1.22386,13086.6201
03.01.2017 16:00:00.000,1.22391,1.22729,1.22368,1.22547,12406.9902
03.01.2017 17:00:00.000,1.22548,1.22656,1.22507,1.22599,4425.6899
03.01.2017 18:00:00.000,1.22599,1.22627,1.22369,1.22376,4828.5098
03.01.2017 19:00:00.000,1.22377,1.22410,1.22294,1.22359,4041.8799
03.01.2017 20:00:00.000,1.22355,1.22434,1.22290,1.22330,4822.52
03.01.2017 21:00:00.000,1.22329,1.22407,1.22310,1.22360,4197.73
03.01.2017 22:00:00.000,1.22359,1.22426,1.22310,1.22379,1340.64
03.01.2017 23:00:00.000,1.22378,1.22465,1.22343,1.22436,4599.6602
04.01.2017 00:00:00.000,1.22435,1.22437,1.22210,1.22280,5319.77
04.01.2017 01:00:00.000,1.22280,1.22339,1.22241,1.22335,7587.9902
04.01.2017 02:00:00.000,1.22335,1.22380,1.22286,1.22380,5673.3901
04.01.2017 03:00:00.000,1.22380,1.22421,1.22350,1.22406,4059.51
04.01.2017 04:00:00.000,1.22406,1.22448,1.22397,1.22410,2998.48
04.01.2017 05:00:00.000,1.22410,1.22477,1.22406,1.22451,2171.1699
04.01.2017 06:00:00.000,1.22451,1.22572,1.22432,1.22471,4039.8201
04.01.2017 07:00:00.000,1.22469,1.22787,1.22461,1.22660,6256.6802
04.01.2017 08:00:00.000,1.22664,1.22871,1.22590,1.22591,9598.0195
04.01.2017 09:00:00.000,1.22593,1.22814,1.22529,1.22767,9240.25
04.01.2017 10:00:00.000,1.22770,1.22827,1.22505,1.22591,8762.9199
04.01.2017 11:00:00.000,1.22591,1.22838,1.22538,1.22830,8652.2402
04.01.2017 12:00:00.000,1.22828,1.22901,1.22686,1.22834,8436.6904
04.01.2017 13:00:00.000,1.22833,1.22950,1.22784,1.22931,8529.3701
04.01.2017 14:00:00.000,1.22931,1.22957,1.22769,1.22888,10139.3096
04.01.2017 15:00:00.000,1.22888,1.22981,1.22682,1.22945,9324.1396
04.01.2017 16:00:00.000,1.22948,1.23052,1.22906,1.22956,7626.1699
04.01.2017 17:00:00.000,1.22959,1.23333,1.22958,1.23162,5184.7598
04.01.2017 18:00:00.000,1.23161,1.23278,1.23109,1.23257,4168.8999
04.01.2017 19:00:00.000,1.23256,1.23524,1.23020,1.23142,10270.9297
04.01.2017 20:00:00.000,1.23143,1.23258,1.23049,1.23244,7154.4199
04.01.2017 21:00:00.000,1.23247,1.23269,1.23142,1.23208,4042.77
04.01.2017 22:00:00.000,1.23216,1.23263,1.23154,1.23198,4233.3701
04.01.2017 23:00:00.000,1.23199,1.23293,1.23154,1.23242,3119.3501
05.01.2017 00:00:00.000,1.23241,1.23486,1.23217,1.23470,9597.8496
05.01.2017 01:00:00.000,1.23471,1.23471,1.23200,1.23270,7607.8599
05.01.2017 02:00:00.000,1.23271,1.23330,1.23171,1.23187,6801.8901
05.01.2017 03:00:00.000,1.23183,1.23313,1.23176,1.23217,5460.25
05.01.2017 04:00:00.000,1.23217,1.23354,1.23209,1.23351,4536.1299
05.01.2017 05:00:00.000,1.23351,1.23502,1.23316,1.23371,7411
05.01.2017 06:00:00.000,1.23370,1.23629,1.23357,1.23575,7558.6802
05.01.2017 07:00:00.000,1.23570,1.23605,1.23154,1.23163,12675.6299
05.01.2017 08:00:00.000,1.23163,1.23244,1.22699,1.22752,15119
05.01.2017 09:00:00.000,1.22756,1.23228,1.22738,1.23036,11830.5498
05.01.2017 10:00:00.000,1.23037,1.23148,1.22870,1.22913,10200.5098
05.01.2017 11:00:00.000,1.22911,1.23140,1.22905,1.23026,9204.1504
05.01.2017 12:00:00.000,1.23026,1.23241,1.22965,1.22975,7908.73
05.01.2017 13:00:00.000,1.22977,1.23279,1.22769,1.23268,13522.1299
05.01.2017 14:00:00.000,1.23269,1.23388,1.23083,1.23209,11000.9805
05.01.2017 15:00:00.000,1.23228,1.24249,1.23172,1.24248,15381.7402
05.01.2017 16:00:00.000,1.24243,1.24320,1.24066,1.24127,12972.1104
05.01.2017 17:00:00.000,1.24127,1.24196,1.24013,1.24180,5637.3301
05.01.2017 18:00:00.000,1.24180,1.24265,1.24137,1.24264,4317.3398
05.01.2017 19:00:00.000,1.24265,1.24265,1.24074,1.24097,4472.75
05.01.2017 20:00:00.000,1.24100,1.24167,1.24064,1.24152,5023.1602
05.01.2017 21:00:00.000,1.24153,1.24215,1.24134,1.24147,2903.55
05.01.2017 22:00:00.000,1.24129,1.24226,1.24090,1.24125,1250.75
05.01.2017 23:00:00.000,1.24121,1.24307,1.24119,1.24208,7052.3901
06.01.2017 00:00:00.000,1.24209,1.24234,1.23995,1.24040,7465.3799
06.01.2017 01:00:00.000,1.24045,1.24069,1.23809,1.23867,8573.1699
06.01.2017 02:00:00.000,1.23859,1.23995,1.23839,1.23927,5831.27
06.01.2017 03:00:00.000,1.23929,1.23963,1.23817,1.23896,5154.1499
06.01.2017 04:00:00.000,1.23894,1.23920,1.23800,1.23800,4186.2002
06.01.2017 05:00:00.000,1.23801,1.23814,1.23739,1.23797,5175.5601
06.01.2017 06:00:00.000,1.23796,1.23840,1.23734,1.23768,4393.23
06.01.2017 07:00:00.000,1.23768,1.23836,1.23730,1.23779,7101.6899
06.01.2017 08:00:00.000,1.23779,1.23878,1.23763,1.23878,7271.2998
06.01.2017 09:00:00.000,1.23877,1.23900,1.23757,1.23861,7681.6001
06.01.2017 10:00:00.000,1.23862,1.23949,1.23686,1.23724,7792.5498
06.01.2017 11:00:00.000,1.23725,1.23830,1.23577,1.23662,7451.1099
06.01.2017 12:00:00.000,1.23660,1.23682,1.23420,1.23682,7450.6499
