Gmt time,Open,High,Low,Close,Volume
02.01.2018 18:00:00.000,0.78236,0.78274,0.78229,0.78270,1818.8101
02.01.2018 19:00:00.000,0.78269,0.78320,0.78266,0.78311,1886.4399
02.01.2018 20:00:00.000,0.78312,0.78344,0.78277,0.78323,2898.1001
02.01.2018 21:00:00.000,0.78323,0.78339,0.78284,0.78287,1946.84
02.01.2018 22:00:00.000,0.78274,0.78296,0.78244,0.78256,1811.3101
02.01.2018 23:00:00.000,0.78256,0.78363,0.78255,0.78303,2431.02
03.01.2018 00:00:00.000,0.78304,0.78363,0.78241,0.78256,3569.6101
03.01.2018 01:00:00.000,0.78256,0.78314,0.78180,0.78210,4281.6099
03.01.2018 02:00:00.000,0.78210,0.78230,0.78049,0.78069,5100.0698
03.01.2018 03:00:00.000,0.78071,0.78123,0.78050,0.78110,2950.0701
03.01.2018 04:00:00.000,0.78110,0.78167,0.78080,0.78153,3206.9099
03.01.2018 05:00:00.000,0.78152,0.78223,0.78122,0.78219,2498.46
03.01.2018 06:00:00.000,0.78219,0.78242,0.78143,0.78161,3347.6899
03.01.2018 07:00:00.000,0.78164,0.78203,0.78110,0.78202,4346.8301
03.01.2018 08:00:00.000,0.78202,0.78345,0.78147,0.78332,3987.73
03.01.2018 09:00:00.000,0.78332,0.78398,0.78314,0.78339,3335.55
03.01.2018 10:00:00.000,0.78339,0.78370,0.78292,0.78334,3649.5
03.01.2018 11:00:00.000,0.78336,0.78358,0.78315,0.78322,3387.78
03.01.2018 12:00:00.000,0.78322,0.78379,0.78318,0.78332,3302.29
03.01.2018 13:00:00.000,0.78332,0.78431,0.78331,0.78401,3596.9199
03.01.2018 14:00:00.000,0.78399,0.78416,0.78342,0.78376,4568.5698
03.01.2018 15:00:00.000,0.78369,0.78369,0.78242,0.78321,4519.7798
03.01.2018 16:00:00.000,0.78321,0.78396,0.78309,0.78381,3050.1699
03.01.2018 17:00:00.000,0.78382,0.78408,0.78366,0.78407,1992.29
03.01.2018 18:00:00.000,0.78407,0.78444,0.78395,0.78407,2014.91
03.01.2018 19:00:00.000,0.78400,0.78420,0.78247,0.78406,5573.5098
03.01.2018 20:00:00.000,0.78408,0.78445,0.78378,0.78398,3022.4399
03.01.2018 21:00:00.000,0.78399,0.78408,0.78336,0.78337,2702.1101
03.01.2018 22:00:00.000,0.78342,0.78361,0.78261,0.78267,2122.2
03.01.2018 23:00:00.000,0.78272,0.78330,0.78241,0.78264,2191.27
04.01.2018 00:00:00.000,0.78264,0.78280,0.78202,0.78233,3277.21
04.01.2018 01:00:00.000,0.78233,0.78234,0.78140,0.78186,3634.3101
04.01.2018 02:00:00.000,0.78185,0.78319,0.78184,0.78313,3721.1599
04.01.2018 03:00:00.000,0.78311,0.78329,0.78258,0.78314,2642.25
04.01.2018 04:00:00.000,0.78314,0.78376,0.78311,0.78346,2539.3799
04.01.2018 05:00:00.000,0.78347,0.78415,0.78331,0.78389,2965.8101
04.01.2018 06:00:00.000,0.78388,0.78564,0.78378,0.78462,4483.3398
04.01.2018 07:00:00.000,0.78463,0.78532,0.78422,0.78520,4631.5498
04.01.2018 08:00:00.000,0.78519,0.78520,0.78371,0.78375,4518.98
04.01.2018 09:00:00.000,0.78377,0.78439,0.78335,0.78419,3581.6899
04.01.2018 10:00:00.000,0.78420,0.78515,0.78404,0.78499,3710.1699
04.01.2018 11:00:00.000,0.78498,0.78513,0.78394,0.78470,4479.52
04.01.2018 12:00:00.000,0.78470,0.78471,0.78379,0.78390,2917.3
04.01.2018 13:00:00.000,0.78390,0.78390,0.78248,0.78292,6219.5298
04.01.2018 14:00:00.000,0.78293,0.78447,0.78291,0.78432,3942.8101
04.01.2018 15:00:00.000,0.78430,0.78623,0.78399,0.78598,4751.3198
04.01.2018 16:00:00.000,0.78598,0.78631,0.78515,0.78543,3851.95
04.01.2018 17:00:00.000,0.78543,0.78633,0.78534,0.78633,2359.1001
04.01.2018 18:00:00.000,0.78633,0.78650,0.78572,0.78615,3159.1599
04.01.2018 19:00:00.000,0.78615,0.78655,0.78579,0.78655,3694.29
04.01.2018 20:00:00.000,0.78653,0.78658,0.78581,0.78620,4889.6802
04.01.2018 21:00:00.000,0.78621,0.78661,0.78619,0.78621,2113.8401
04.01.2018 22:00:00.000,0.78619,0.78684,0.78589,0.78619,2659.29
04.01.2018 23:00:00.000,0.78617,0.78654,0.78617,0.78632,1847.35
05.01.2018 00:00:00.000,0.78633,0.78691,0.78519,0.78569,4155.0298
05.01.2018 01:00:00.000,0.78569,0.78622,0.78464,0.78464,3122.29
05.01.2018 02:00:00.000,0.78464,0.78504,0.78424,0.78476,3073.8301
05.01.2018 03:00:00.000,0.78476,0.78571,0.78470,0.78571,2347.54
05.01.2018 04:00:00.000,0.78571,0.78580,0.78535,0.78579,1717.2
05.01.2018 05:00:00.000,0.78579,0.78579,0.78467,0.78471,2481.3799
05.01.2018 06:00:00.000,0.78472,0.78472,0.78347,0.78374,3904.8301
05.01.2018 07:00:00.000,0.78373,0.78452,0.78351,0.78382,3584.4299
05.01.2018 08:00:00.000,0.78382,0.78439,0.78382,0.78426,3433.5
05.01.2018 09:00:00.000,0.78427,0.78459,0.78378,0.78448,3442.1799
05.01.2018 10:00:00.000,0.78448,0.78531,0.78430,0.78435,3289.3
05.01.2018 11:00:00.000,0.78435,0.78471,0.78406,0.78470,2440.27
05.01.2018 12:00:00.000,0.78470,0.78471,0.78406,0.78410,2885.5701
05.01.2018 13:00:00.000,0.78410,0.78680,0.78398,0.78538,8922.0703
05.01.2018 14:00:00.000,0.78544,0.78611,0.78443,0.78475,7591.8501
05.01.2018 15:00:00.000,0.78493,0.78597,0.78469,0.78569,7298.8799
05.01.2018 16:00:00.000,0.78570,0.78619,0.78537,0.78584,5455.9302
05.01.2018 17:00:00.000,0.78583,0.78621,0.78561,0.78615,3528.29
05.01.2018 18:00:00.000,0.78614,0.78655,0.78613,0.78624,2496.21
05.01.2018 19:00:00.000,0.78625,0.78697,0.78624,0.78693,2538.8401
05.01.2018 20:00:00.000,0.78690,0.78744,0.78682,0.78735,2690.1699
05.01.2018 21:00:00.000,0.78733,0.78737,0.78593,0.78629,2905.03
05.01.2018 22:00:00.000,0.78629,0.78629,0.78629,0.78629,0
05.01.2018 23:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 00:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 01:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 02:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 03:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 04:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 05:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 06:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 07:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 08:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 09:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 10:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 11:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 12:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 13:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 14:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 15:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 16:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 17:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 18:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 19:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 20:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 21:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 22:00:00.000,0.78629,0.78629,0.78629,0.78629,0
06.01.2018 23:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 00:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 01:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 02:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 03:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 04:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 05:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 06:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 07:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 08:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 09:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 10:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 11:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 12:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 13:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 14:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 15:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 16:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 17:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 18:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 19:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 20:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 21:00:00.000,0.78629,0.78629,0.78629,0.78629,0
07.01.2018 22:00:00.000,0.78613,0.78672,0.78597,0.78653,1398.12
07.01.2018 23:00:00.000,0.78653,0.78707,0.78587,0.78587,2342.6799
08.01.2018 00:00:00.000,0.78587,0.78635,0.78557,0.78630,2111.3
08.01.2018 01:00:00.000,0.78632,0.78722,0.78589,0.78635,3168.48
08.01.2018 02:00:00.000,0.78633,0.78647,0.78435,0.78465,3646.8601
08.01.2018 03:00:00.000,0.78466,0.78530,0.78465,0.78510,1749.54
08.01.2018 04:00:00.000,0.78510,0.78512,0.78391,0.78406,2841.1699
08.01.2018 05:00:00.000,0.78407,0.78451,0.78353,0.78401,2860.6001
08.01.2018 06:00:00.000,0.78402,0.78469,0.78383,0.78457,2824.3999
08.01.2018 07:00:00.000,0.78456,0.78459,0.78267,0.78289,4422.6201
08.01.2018 08:00:00.000,0.78289,0.78362,0.78267,0.78313,4188.3701
08.01.2018 09:00:00.000,0.78314,0.78373,0.78298,0.78360,2962.5901
08.01.2018 10:00:00.000,0.78360,0.78412,0.78317,0.78381,3522.1299
08.01.2018 11:00:00.000,0.78381,0.78423,0.78348,0.78352,3366.03
08.01.2018 12:00:00.000,0.78352,0.78408,0.78300,0.78315,3529.3799
08.01.2018 13:00:00.000,0.78316,0.78409,0.78275,0.78373,4063.0901
08.01.2018 14:00:00.000,0.78374,0.78426,0.78343,0.78356,3642.3
08.01.2018 15:00:00.000,0.78355,0.78391,0.78305,0.78363,3362.8501
08.01.2018 16:00:00.000,0.78365,0.78409,0.78345,0.78367,3250.24
08.01.2018 17:00:00.000,0.78368,0.78392,0.78348,0.78389,1732.84
08.01.2018 18:00:00.000,0.78391,0.78416,0.78361,0.78392,1477.03
08.01.2018 19:00:00.000,0.78395,0.78422,0.78373,0.78413,2044.38
08.01.2018 20:00:00.000,0.78413,0.78432,0.78387,0.78425,1360.49
08.01.2018 21:00:00.000,0.78424,0.78433,0.78396,0.78401,1364.3101
08.01.2018 22:00:00.000,0.78401,0.78428,0.78381,0.78382,1419.02
08.01.2018 23:00:00.000,0.78382,0.78451,0.78382,0.78447,1841.09
09.01.2018 00:00:00.000,0.78446,0.78528,0.78417,0.78509,3550.5
09.01.2018 01:00:00.000,0.78513,0.78545,0.78434,0.78538,3983.5601
09.01.2018 02:00:00.000,0.78538,0.78627,0.78520,0.78585,4333.52
09.01.2018 03:00:00.000,0.78585,0.78643,0.78554,0.78624,2454.3501
09.01.2018 04:00:00.000,0.78625,0.78625,0.78528,0.78528,2659.4099
09.01.2018 05:00:00.000,0.78527,0.78585,0.78519,0.78536,2057.6599
09.01.2018 06:00:00.000,0.78536,0.78563,0.78476,0.78498,2762.28
09.01.2018 07:00:00.000,0.78496,0.78623,0.78460,0.78472,5534.7798
09.01.2018 08:00:00.000,0.78471,0.78472,0.78159,0.78238,5869.1099
09.01.2018 09:00:00.000,0.78236,0.78309,0.78158,0.78162,4127.02
09.01.2018 10:00:00.000,0.78164,0.78230,0.78117,0.78198,2995.25
09.01.2018 11:00:00.000,0.78198,0.78311,0.78147,0.78295,3136.73
09.01.2018 12:00:00.000,0.78295,0.78356,0.78244,0.78294,2907.98
09.01.2018 13:00:00.000,0.78293,0.78306,0.78178,0.78194,3941.1399
09.01.2018 14:00:00.000,0.78192,0.78256,0.78072,0.78072,5171.9199
09.01.2018 15:00:00.000,0.78072,0.78232,0.78072,0.78197,5543.1499
09.01.2018 16:00:00.000,0.78202,0.78271,0.78184,0.78211,4080.78
09.01.2018 17:00:00.000,0.78210,0.78215,0.78151,0.78191,2542.72
09.01.2018 18:00:00.000,0.78192,0.78244,0.78174,0.78243,2182.8
09.01.2018 19:00:00.000,0.78243,0.78272,0.78211,0.78238,2127.5
09.01.2018 20:00:00.000,0.78239,0.78243,0.78190,0.78220,2154.0901
09.01.2018 21:00:00.000,0.78219,0.78245,0.78203,0.78228,1828.26
09.01.2018 22:00:00.000,0.78229,0.78269,0.78186,0.78208,1821.64
09.01.2018 23:00:00.000,0.78208,0.78233,0.78099,0.78106,2843.6899
10.01.2018 00:00:00.000,0.78106,0.78189,0.78080,0.78177,3600.96
10.01.2018 01:00:00.000,0.78177,0.78234,0.78086,0.78219,5722.4902
10.01.2018 02:00:00.000,0.78218,0.78249,0.78165,0.78241,3685.5601
10.01.2018 03:00:00.000,0.78241,0.78304,0.78232,0.78260,3285.28
10.01.2018 04:00:00.000,0.78259,0.78283,0.78232,0.78270,3458.4199
10.01.2018 05:00:00.000,0.78270,0.78289,0.78136,0.78136,3481.8
10.01.2018 06:00:00.000,0.78135,0.78191,0.78093,0.78185,5163.7798
10.01.2018 07:00:00.000,0.78185,0.78285,0.78180,0.78232,6451.5098
10.01.2018 08:00:00.000,0.78232,0.78378,0.78215,0.78327,4998.9702
10.01.2018 09:00:00.000,0.78326,0.78381,0.78282,0.78292,4269.0601
10.01.2018 10:00:00.000,0.78294,0.78628,0.78217,0.78565,7614.1401
10.01.2018 11:00:00.000,0.78565,0.78671,0.78543,0.78555,6141.0298
10.01.2018 12:00:00.000,0.78556,0.78599,0.78436,0.78443,4993.3901
10.01.2018 13:00:00.000,0.78444,0.78486,0.78341,0.78345,5184.25
10.01.2018 14:00:00.000,0.78345,0.78433,0.78317,0.78432,4605.4702
10.01.2018 15:00:00.000,0.78432,0.78561,0.78420,0.78474,4637.8198
10.01.2018 16:00:00.000,0.78473,0.78494,0.78381,0.78405,4435.9199
10.01.2018 17:00:00.000,0.78404,0.78430,0.78369,0.78412,3050.5
10.01.2018 18:00:00.000,0.78412,0.78465,0.78410,0.78434,2959.6201
10.01.2018 19:00:00.000,0.78432,0.78444,0.78285,0.78365,6109.54
10.01.2018 20:00:00.000,0.78367,0.78443,0.78357,0.78384,4863.75
10.01.2018 21:00:00.000,0.78384,0.78433,0.78380,0.78413,1788.85
10.01.2018 22:00:00.000,0.78411,0.78447,0.78364,0.78426,1956.09
10.01.2018 23:00:00.000,0.78426,0.78468,0.78420,0.78462,2396.01
11.01.2018 00:00:00.000,0.78463,0.78782,0.78376,0.78738,5739.04
11.01.2018 01:00:00.000,0.78737,0.78813,0.78736,0.78755,4849.0498
11.01.2018 02:00:00.000,0.78754,0.78766,0.78693,0.78718,3583.4099
11.01.2018 03:00:00.000,0.78721,0.78747,0.78510,0.78704,4948.6802
11.01.2018 04:00:00.000,0.78702,0.78752,0.78637,0.78728,4095.51
11.01.2018 05:00:00.000,0.78728,0.78859,0.78694,0.78734,4322.98
11.01.2018 06:00:00.000,0.78732,0.78790,0.78641,0.78654,4023.0701
11.01.2018 07:00:00.000,0.78654,0.78740,0.78612,0.78677,4777.3799
11.01.2018 08:00:00.000,0.78678,0.78747,0.78637,0.78718,5145.52
11.01.2018 09:00:00.000,0.78719,0.78775,0.78640,0.78728,4899.3198
11.01.2018 10:00:00.000,0.78729,0.78778,0.78703,0.78749,5348.25
11.01.2018 11:00:00.000,0.78748,0.78748,0.78682,0.78686,4707.4302
11.01.2018 12:00:00.000,0.78686,0.78736,0.78636,0.78641,6969.0498
11.01.2018 13:00:00.000,0.78641,0.78773,0.78593,0.78717,9946.6504
11.01.2018 14:00:00.000,0.78719,0.78825,0.78713,0.78818,7648.3301
11.01.2018 15:00:00.000,0.78818,0.78846,0.78697,0.78734,7349.8301
11.01.2018 16:00:00.000,0.78734,0.78854,0.78715,0.78839,4816.8999
11.01.2018 17:00:00.000,0.78838,0.78865,0.78832,0.78850,2706.5901
11.01.2018 18:00:00.000,0.78851,0.78921,0.78827,0.78921,5018.5698
11.01.2018 19:00:00.000,0.78921,0.78943,0.78900,0.78933,3941.45
11.01.2018 20:00:00.000,0.78932,0.78938,0.78872,0.78896,2788.78
11.01.2018 21:00:00.000,0.78896,0.78921,0.78867,0.78911,2476.49
11.01.2018 22:00:00.000,0.78911,0.78958,0.78902,0.78917,1918.1
11.01.2018 23:00:00.000,0.78918,0.78919,0.78832,0.78856,3338.3999
12.01.2018 00:00:00.000,0.78857,0.79042,0.78844,0.78961,4955.48
12.01.2018 01:00:00.000,0.78962,0.78982,0.78839,0.78866,4224.8301
12.01.2018 02:00:00.000,0.78865,0.78907,0.78782,0.78783,3247.5
12.01.2018 03:00:00.000,0.78783,0.78818,0.78750,0.78807,2892.22
12.01.2018 04:00:00.000,0.78808,0.78856,0.78771,0.78842,2295.54
12.01.2018 05:00:00.000,0.78842,0.78870,0.78769,0.78784,2702.1799
12.01.2018 06:00:00.000,0.78784,0.78856,0.78782,0.78834,2801.9099
12.01.2018 07:00:00.000,0.78832,0.78894,0.78729,0.78753,5966.5498
12.01.2018 08:00:00.000,0.78753,0.78823,0.78640,0.78772,7351.6001
12.01.2018 09:00:00.000,0.78772,0.78882,0.78751,0.78773,6264.79
12.01.2018 10:00:00.000,0.78773,0.78801,0.78726,0.78754,3749.3
12.01.2018 11:00:00.000,0.78754,0.78790,0.78700,0.78712,3991.29
12.01.2018 12:00:00.000,0.78711,0.78742,0.78670,0.78688,4436.27
12.01.2018 13:00:00.000,0.78688,0.78750,0.78479,0.78560,9369.2305
12.01.2018 14:00:00.000,0.78559,0.78787,0.78524,0.78767,9800.0303
12.01.2018 15:00:00.000,0.78767,0.78949,0.78746,0.78917,7824.6001
12.01.2018 16:00:00.000,0.78916,0.78919,0.78826,0.78840,8569.0898
12.01.2018 17:00:00.000,0.78839,0.78897,0.78839,0.78878,4353.4102
12.01.2018 18:00:00.000,0.78878,0.79056,0.78867,0.79043,5799.52
12.01.2018 19:00:00.000,0.79043,0.79160,0.79021,0.79115,6283.4902
12.01.2018 20:00:00.000,0.79116,0.79138,0.79092,0.79122,4262.4102
12.01.2018 21:00:00.000,0.79122,0.79240,0.79113,0.79128,3599.23
12.01.2018 22:00:00.000,0.79128,0.79128,0.79128,0.79128,0
12.01.2018 23:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 00:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 01:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 02:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 03:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 04:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 05:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 06:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 07:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 08:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 09:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 10:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 11:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 12:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 13:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 14:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 15:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 16:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 17:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 18:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 19:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 20:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 21:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 22:00:00.000,0.79128,0.79128,0.79128,0.79128,0
13.01.2018 23:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 00:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 01:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 02:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 03:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 04:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 05:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 06:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 07:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 08:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 09:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 10:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 11:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 12:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 13:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 14:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 15:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 16:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 17:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 18:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 19:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 20:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 21:00:00.000,0.79128,0.79128,0.79128,0.79128,0
14.01.2018 22:00:00.000,0.79023,0.79162,0.79023,0.79126,1180.85
14.01.2018 23:00:00.000,0.79126,0.79174,0.79068,0.79077,2465.1101
15.01.2018 00:00:00.000,0.79077,0.79161,0.79071,0.79139,5515.5898
15.01.2018 01:00:00.000,0.79141,0.79377,0.79132,0.79336,6646.2402
15.01.2018 02:00:00.000,0.79335,0.79387,0.79250,0.79294,5046.79
15.01.2018 03:00:00.000,0.79294,0.79421,0.79261,0.79405,3524.8501
15.01.2018 04:00:00.000,0.79405,0.79481,0.79381,0.79460,4349.0601
15.01.2018 05:00:00.000,0.79460,0.79604,0.79454,0.79536,5065.8101
15.01.2018 06:00:00.000,0.79538,0.79565,0.79464,0.79478,5306.6499
15.01.2018 07:00:00.000,0.79477,0.79551,0.79401,0.79447,5269.3799
15.01.2018 08:00:00.000,0.79447,0.79550,0.79432,0.79519,4710.3501
15.01.2018 09:00:00.000,0.79519,0.79669,0.79511,0.79620,4987.3599
15.01.2018 10:00:00.000,0.79619,0.79671,0.79512,0.79529,5612.4399
15.01.2018 11:00:00.000,0.79530,0.79574,0.79420,0.79440,3918.99
15.01.2018 12:00:00.000,0.79440,0.79500,0.79420,0.79497,4081.23
15.01.2018 13:00:00.000,0.79497,0.79611,0.79490,0.79599,4505.8799
15.01.2018 14:00:00.000,0.79598,0.79621,0.79537,0.79599,3843.6399
15.01.2018 15:00:00.000,0.79597,0.79743,0.79573,0.79722,3280.76
15.01.2018 16:00:00.000,0.79721,0.79784,0.79677,0.79721,5248.3599
15.01.2018 17:00:00.000,0.79721,0.79752,0.79698,0.79717,3473.0901
